city_country,display_name,address,latitude,longitude,company
Kt. Zug,Migros-Supermarkt - Rotkreuz,"Buonaserstrasse 1, 6343 Risch-Rotkreuz, Switzerland",47.1412273,8.4287147,Migros
Kt. Zug,Migros-Supermarkt - Steinhausen Dorf,"Bahnhofstrasse 2, 6312 Steinhausen, Switzerland",47.197057199999996,8.4849262,Migros
Kt. Zug,Metalli Zug,"Industriestrasse 15b, 6300 Zug, Switzerland",47.1725451,8.5172505,Migros
Kt. Zug,Migros-Supermarkt - Cham - Neudorf,"Zugerstrasse 15, 6330 Cham, Switzerland",47.1825921,8.4614528,Migros
Kt. Zug,Migros-Supermarkt - Hünenberg Dorf,"Maihölzli 5, 6331 Hünenberg, Switzerland",47.175039999999996,8.427463,Migros
Kt. Zug,Herti Mall,"Hertizentrum 10, 6300 Zug, Switzerland",47.1779576,8.5057368,Migros
Kt. Zug,Migros-Supermarkt - Papieri Cham,"Lagergasse 2, 6330 Cham, Switzerland",47.186623,8.458897,Migros
Kt. Zug,Shopping Center Zugerland,"Hinterbergstrasse 40, 6312 Steinhausen, Switzerland",47.191840299999996,8.4778418,Migros
Kt. Zug,Migros-Supermarkt - Hünenberg See,"Luzernerstrasse 101, 6333 Hünenberg, Switzerland",47.173331999999995,8.449222299999999,Migros
Kt. Zug,Migros-Supermarkt - Baar,"Bahnhofstrasse 5, 6340 Baar, Switzerland",47.1955556,8.525,Migros
La Broye,Supermarché Migros - Estavayer-le-Lac,"Rte de la Chapelle 24, 1470 Estavayer-le-Lac, Switzerland",46.8481276,6.851435899999999,Migros
La Broye,Supermarché Migros - Domdidier,"Grand-Rhain 54, 1564 Domdidier, Switzerland",46.8653887,7.0095835,Migros
La Broye,Supermarché Migros - Avenches,"Rte du Pré-Vert 5, 1580 Avenches, Switzerland",46.8864868,7.0455299,Migros
La Broye,Supermarché Migros - Payerne,"Rue du Temple 19, 1530 Payerne, Switzerland",46.8202778,6.939444399999999,Migros
La Broye,Supermarché Migros - Estavayer Gare,"Rte de la Gare 93, 1470 Estavayer-le-Lac, Switzerland",46.845596,6.845255,Migros
La Broye,Supermarché Migros - Avry Centre,"Rte de Matran 9, 1754 Avry, Switzerland",46.787647899999996,7.0781119,Migros
La Broye,Supermarché Migros,"Rue de Combamare 21, 2025 Chez-Le-Bart, Switzerland",46.899681,6.783871,Migros
La Broye,Migros Partenaire - Lully,"Restoroute, Rose-de-la-Broye 3+41, 1470 Lully, Switzerland",46.831606,6.8580099,Migros
La Broye,Supermarché Migros,"Rte de Lossy 16b, 1782 Belfaux, Switzerland",46.8226655,7.108871499999999,Migros
La Broye,Supermarché Migros - Neyruz,"Pl. de la Gare 10, 1740 Neyruz, Switzerland",46.766247899999996,7.0648309,Migros
La Broye,Supermarché Migros,"Rte d'Agy 2, 1763 Granges-Paccot, Switzerland",46.8208122,7.1540088,Migros
